id,nom,marque,caracteristiques,prix,Affichage,Agrafeuse,AirPrint activé,Alimentation,Assembleuse,Avertissement sur les couleurs de l'image,Balayage,Capacité de support standard,Capacité des bacs de sortie,Capacité du bac de dérivation,Capacité du chargeur de documents,Capacité max. du support,Capacité totale,Catégorie de résolution d'impression maximale,Catégorie de résolution de copie maximale,Certification Microsoft,Classe de taille de support,Codes à barres,Configuration requise,Couleur du boîtier,Cycle d'utilisation mensuel (maxi),Disponibilité de la connexion,Empileuse,Fonctionnalités de l'imprimante,Fonctions de l'article de bureau,Garantie du fabricant,Gestion des supports,Impression recto-verso automatique,Interface,Langage(s) d'impression,Localisation,Normes environnementales,Poids,Processeur,RAM installée (maximum),Relieuse,Réseaux,Résolution d'impression maximale,Résolution de reproduction maximale,Résolution maximum (N&B),Résolutions du télécopieur,Système de compression des données,Taille de l'écran de prévisualisation,Taille du support,Taille initiale,Taille max. du support,Taille maximum du support (personnalisée),Taille minimale du support (personnalisée),Technique d'amélioration de l'image,Technologie d'impression,Type d'imprimante,Type d'origine,Type de photocopieuse,Type de supports,Type de tarification,Type de télécopieur,Vitesse d'impression,Vitesse d'impression max.,Vitesse de reproduction maximale,Vitesse de transmission de télécopie maximale,Volume mensuel recommandé
3152564,Lexmark MX910de,LEXMARK,"Imprimante multifonctions - Noir et blanc - laser - 297 x 432 mm (original) - A3/Ledger (support) - jusqu'à 45 ppm (copie) - jusqu'à 45 ppm (impression) - 1150 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB",8585.86,,,Oui,,,,600 x 600 ppp,1150 feuilles,250 feuilles,150 feuilles,100 feuilles,6650 feuilles,,,,Compatible with Windows 7,,,,,200000 pages,Oui,,,Disque dur inclus,1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB",,,ENERGY STAR,95 kg,,,,,Jusqu'à 1200 x 1200 ppp,,,,,,"Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (maximum)",297 x 432 mm (maximum),,,,,Laser (monochrome),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, carte-copie",,Super G3 - papier uni,,Jusqu'à 45 ppm,Jusqu'à 45 ppm,33.6 Kbits/s,15 000 - 50 000 pages
3152566,Lexmark MX910dxe,LEXMARK,"Imprimante multifonctions - Noir et blanc - laser - 297 x 432 mm (original) - A3/Ledger (support) - jusqu'à 45 ppm (copie) - jusqu'à 45 ppm (impression) - 3650 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB",10654.36,,Inclus,Oui,,,,600 x 600 ppp,3650 feuilles,250 feuilles,150 feuilles,100 feuilles,6650 feuilles,,,,Compatible with Windows 7,,,,,200000 pages,Oui,Inclus,,"Disque dur inclus, empilage en décalé, perforation, plieuse brochures et piqûre à cheval",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB",,,ENERGY STAR,120 kg,,,,,Jusqu'à 1200 x 1200 ppp,,,,,,"Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (maximum)",297 x 432 mm (maximum),,,,,Laser (monochrome),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, carte-copie",,Super G3 - papier uni,,Jusqu'à 45 ppm,Jusqu'à 45 ppm,33.6 Kbits/s,15 000 - 50 000 pages
3152568,Lexmark MX911de,LEXMARK,"Imprimante multifonctions - Noir et blanc - laser - 297 x 432 mm (original) - A3/Ledger (support) - jusqu'à 55 ppm (copie) - jusqu'à 55 ppm (impression) - 1150 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB",10817.1,,Inclus,Oui,,,,600 x 600 ppp,1150 feuilles,250 feuilles,150 feuilles,100 feuilles,6650 feuilles,,,,Compatible with Windows 7,,,,,300000 pages,Oui,Inclus,,"Disque dur inclus, empilage en décalé, perforation, plieuse brochures et piqûre à cheval",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB",,,ENERGY STAR,95 kg,,,,,Jusqu'à 1200 x 1200 ppp,,,,,,"Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (maximum)",297 x 432 mm (maximum),,,,,Laser (monochrome),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, carte-copie",,Super G3 - papier uni,,Jusqu'à 55 ppm,Jusqu'à 55 ppm,33.6 Kbits/s,15 000 - 50 000 pages
3152570,Lexmark MX912de,LEXMARK,"Imprimante multifonctions - Noir et blanc - laser - 297 x 432 mm (original) - A3/Ledger (support) - jusqu'à 65 ppm (copie) - jusqu'à 65 ppm (impression) - 1150 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB",14601.3,"10""",Inclus,Oui,,,,600 x 600 ppp,1150 feuilles,250 feuilles,150 feuilles,100 feuilles,6650 feuilles,,,,Compatible with Windows 7,,,,,300000 pages,Oui,Inclus,,"Disque dur inclus, empilage en décalé, perforation, plieuse brochures et piqûre à cheval",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB",,,ENERGY STAR,95 kg,,,,,Jusqu'à 1200 x 1200 ppp,,,,,,"Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (maximum)",297 x 432 mm (maximum),,,,,Laser (monochrome),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, carte-copie",,Super G3 - papier uni,,Jusqu'à 65 ppm,Jusqu'à 65 ppm,33.6 Kbits/s,15 000 - 50 000 pages
7346980,Canon i-SENSYS MF553dw,CANON,"SENSYS MF553dw - Imprimante multifonctions - Noir et blanc - laser - A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 43 ppm (copie) - jusqu'à 43 ppm (impression) - 650 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",815.44,,,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,650 feuilles,150 feuilles,100 feuilles,50 feuilles,2300 feuilles,,,,,,,,,150000 pages,Oui,,,"Numérisation vers e-mail, numériser vers le Cloud, mode de point d'accès, iFAX, impression de code à barre",Garantie de 2 ans (France - 3 ans avec enregistrement du produit),,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",,,,19.8 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,"200 x 100 ppp, 200 x 200 ppp, 200 x 400 ppp, 400 x 400 ppp",,,"76.2 x 127 mm (min.) - A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)","105 x 128 mm (min.) - A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (monochrome),,Feuilles,,"Papier uni, papier recyclé, papier lourd, papier fin, étiquettes, cartes postales, enveloppes",,Super G3 - papier uni,,Jusqu'à 43 ppm,Jusqu'à 43 ppm,33.6 Kbits/s,2 000 - 7 500 pages
10312261,Lexmark CX833se,LEXMARK,"Imprimante multifonctions - couleur - laser - A4/Legal (support) - jusqu'à 55 ppm (copie) - jusqu'à 55 ppm (impression) - 700 feuilles - USB 2.0, Gigabit LAN, Wi-Fi(ac), hôte USB 2.0",5538.0,"10""",,,,,,300 x 300 ppp,700 feuilles,500 feuilles,150 feuilles,300 feuilles,4750 feuilles,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,,270000 pages,Oui,,,"Numérisation vers e-mail, scan vers hôte USB, numérisation vers réseau, numérisation vers FTP, sauvegarde sur lecteur flash USB",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(ac), hôte USB 2.0",,,"EPEAT Silver, ENERGY STAR",90.1 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,Legal (216 x 356 mm)/A4 (210 x 297 mm) (maximum),,,,,,Laser (couleur),,Feuilles,,"Papier uni, enveloppes, étiquettes, carte-copie, papier brillant",,Papier uni,,Jusqu'à 55 ppm (mono)/jusqu'à 55 ppm (couleur),Jusqu'à 55 ppm (mono)/jusqu'à 55 ppm (couleur),,7 000 - 50 000 pages
11840138,HP LaserJet Enterprise Flow MFP 8601z+,HP INC,"Imprimante multifonctions - Noir et blanc - laser - A3 (297 x 420 mm) (original) - A3/Ledger (support) - jusqu'à 70 ppm (copie) - jusqu'à 70 ppm (impression) - 2180 feuilles - 33.6 Kbits/s - Gigabit LAN, USB 3.0, hôte USB 2.0, hôte USB 3.0",10575.09,"10.1""",,Oui,CA 120 V (50/60Hz),,,600 x 600 ppp,2180 feuilles,500 feuilles,100 feuilles,,2180 feuilles,,,,,,,,,250000 pages,Oui,,,"Numérisation vers le stockage de travaux, numérisation vers e-mail, numérisation vers le dossier du réseau, numérisation vers un lecteur USB, Hardware Integration Pocket 2nd generation (HIP2), numérisation vers FTP, numérisation vers sFTP, numérisation au format SharePoint, numérisation vers PDF, numériser vers le Cloud, numériser vers un dossier, numérisation vers réseau, imprimante à sécurité dynamique",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, USB 3.0, hôte USB 2.0, hôte USB 3.0",,"Anglais, allemand, espagnol, français, italien / Europe","ENERGY STAR, Blue Angel",152.95 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,"203 x 196 ppp, 300 x 300 ppp, 400 x 400 ppp, 203 x 98 ppp",,,68 x 127 mm (min.) - A3 (297 x 420 mm) (maximum),A3 (297 x 420 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Papier uni, papier mat, papier recyclé, papier à faible grammage, papier, papier brillant, papier lourd, papier brillant de poids lourd, papier à grammage très élevé, carte-copie, transparents, enveloppes, étiquettes, papier à en-tête, papier préimprimé, papier préperforé",,Papier uni,,Jusqu'à 70 ppm (mono)/jusqu'à 60 ppm (couleur),Jusqu'à 70 ppm,33.6 Kbits/s,10 000 - 60 000 pages
11840139,HP LaserJet Enterprise Flow MFP 8801z+,HP INC,"Imprimante multifonctions - couleur - laser - A3 (297 x 420 mm) (original) - A3/Ledger (support) - jusqu'à 60 ppm (copie) - jusqu'à 60 ppm (impression) - 2180 feuilles - 33.6 Kbits/s - Gigabit LAN, USB 3.0, hôte USB 2.0, hôte USB 3.0",11124.54,"10.1""",,Oui,CA 120 V (50/60Hz),,,600 x 600 ppp,2180 feuilles,500 feuilles,100 feuilles,,2180 feuilles,,,,,,,,,250000 pages,Oui,,,"Numérisation vers le stockage de travaux, numérisation vers e-mail, numérisation vers le dossier du réseau, numérisation vers un lecteur USB, Hardware Integration Pocket 2nd generation (HIP2), numérisation vers FTP, numérisation vers sFTP, numérisation au format SharePoint, numérisation vers PDF, numériser vers le Cloud, numériser vers un dossier, numérisation vers réseau, imprimante à sécurité dynamique",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, USB 3.0, hôte USB 2.0, hôte USB 3.0",,"Anglais, allemand, espagnol, français, italien / Europe","ENERGY STAR, Blue Angel",131.41 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"203 x 196 ppp, 300 x 300 ppp, 400 x 400 ppp, 203 x 98 ppp",,,68 x 127 mm (min.) - A3 (297 x 420 mm) (maximum),A3 (297 x 420 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Papier uni, papier mat, papier recyclé, papier à faible grammage, papier, papier brillant, papier lourd, papier brillant de poids lourd, papier à grammage très élevé, carte-copie, transparents, enveloppes, étiquettes, papier à en-tête, papier préimprimé, papier préperforé",,Papier uni,,Jusqu'à 60 ppm (mono)/jusqu'à 60 ppm (couleur),Jusqu'à 60 ppm (mono)/jusqu'à 60 ppm (couleur),33.6 Kbits/s,10 000 - 60 000 pages
11840140,HP LaserJet Enterprise Flow mfp 8601z,HP INC,"Imprimante multifonctions - Noir et blanc - laser - A3 (297 x 420 mm), A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A3/Ledger (support) - jusqu'à 70 ppm (copie) - jusqu'à 70 ppm (impression) - 2180 feuilles - 33.6 Kbits/s - Gigabit LAN, USB 3.0, hôte USB 2.0, hôte USB 3.0",8011.9,"10.1""",En option,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,2180 feuilles,500 feuilles,,300 feuilles,2180 feuilles,,,,,,,,,250000 pages,Oui,En option,,"Impression à partir d'un lecteur flash USB, sauvegarde sur lecteur flash USB, numérisation vers e-mail, numériser vers un dossier, numérisation vers réseau, Hardware Integration Pocket, Hard Disk Drive Encryption, technologie Instant-on, numérisation vers FTP, numérisation au format SharePoint, numérisation vers OCR, HP Auto-On/Auto-Off Technology, JetIntelligence Cartridge Technology, logement pour verrou de sécurité",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, USB 3.0, hôte USB 2.0, hôte USB 3.0",,"Anglais, allemand, espagnol, français, italien / Europe","ENERGY STAR, Blue Angel",112.72 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,"203 x 196 ppp, 300 x 300 ppp, 203 x 98 ppp",,,"68 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm), A3 (297 x 420 mm) (maximum)","68 x 127 mm (min.) - A3 (297 x 420 mm), A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (monochrome),,Feuilles,,"Transparents, enveloppes, papier uni, cartes, étiquettes, papier recyclé, papier photo, papier, papier brillant",,Papier uni,,Jusqu'à 70 ppm,Jusqu'à 70 ppm,33.6 Kbits/s,60 000 pages
11840144,HP LaserJet Enterprise Flow MFP 8801z,HP INC,"Imprimante multifonctions - couleur - laser - A3 (297 x 420 mm) (original) - A3/Ledger (support) - jusqu'à 60 ppm (copie) - jusqu'à 60 ppm (impression) - 2180 feuilles - 33.6 Kbits/s - Gigabit LAN, hôte USB 2.0, USB 3.0, hôte USB 3.0",8561.36,"10.1""",En option,Oui,CA 120 V (50/60Hz),,,600 x 600 ppp,2180 feuilles,500 feuilles,100 feuilles,150 feuilles,2180 feuilles,,,,,,,,,250000 pages,Oui,En option,,"Hardware Integration Pocket 2nd generation (HIP2), numérisation vers le stockage de travaux, numérisation vers PDF, numérisation vers e-mail, numérisation vers le dossier du réseau, numérisation vers un lecteur USB, numérisation au format SharePoint, numérisation vers FTP, numérisation vers sFTP, numériser vers le Cloud, numériser vers un dossier",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, hôte USB 2.0, USB 3.0, hôte USB 3.0",,"Anglais, allemand, espagnol, français, italien / Europe","ENERGY STAR, Blue Angel",131.41 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"203 x 98 ppp, 300 x 300 ppp, 400 x 400 ppp, 203 x 196 ppp",,,68 x 127 mm (min.) - A3 (297 x 420 mm) (maximum),A3 (297 x 420 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, papier recyclé, papier, papier lourd, carte-copie, papier à grammage très élevé, papier à faible grammage, papier brillant, papier perforé, papier préimprimé",,Papier uni,,Jusqu'à 60 ppm (mono)/jusqu'à 60 ppm (couleur),Jusqu'à 60 ppm (mono)/jusqu'à 60 ppm (couleur),33.6 Kbits/s,10 000 - 60 000 pages
5714752,HP LaserJet Enterprise MFP M635fht,HP INC,"Imprimante multifonctions - Noir et blanc - laser - 216 x 864 mm (original) - A4/Legal (support) - jusqu'à 61 ppm (copie) - jusqu'à 61 ppm (impression) - 1200 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",3331.9,"8""",,Oui,CA 230 V (50Hz),,,600 x 600 ppp,1200 feuilles,500 feuilles,,150 feuilles,1750 feuilles,,,Jusqu'à 600 x 600 ppp,,,,,,300000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, sauvegarde sur lecteur flash USB, numérisation vers e-mail, numériser vers un dossier, numérisation vers réseau, Hardware Integration Pocket, Hard Disk Drive Encryption, technologie Instant-on, numérisation vers FTP, numérisation au format SharePoint, numérisation vers OCR, HP Auto-On/Auto-Off Technology, JetIntelligence Cartridge Technology, logement pour verrou de sécurité, Instant-on Copy, Open Extensibility Platform (OXP), impression IPP, scan vers hôte USB, Jetdirect EIO, Mode ECO, numérisation vers PDF, HP Quick Sets, Intrusion Detection with Red Balloon Security Technology, SureStart Secure Boot, Services d'impression Web",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,"Anglais, allemand, français, italien, espagnol / Europe","EPEAT Silver, ENERGY STAR, Blue Angel",52.5 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,"203 x 98 ppp, 203 x 196 ppp, 300 x 300 ppp, 203 x 392 ppp",,,76 x 127 mm (min.) - 216 x 863 mm (maximum),68 x 147 mm (min.) - 216 x 864 mm (maximum),,,,,Laser (monochrome),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, papier recyclé, papier, papier lourd, carte-copie, papier à grammage très élevé, papier à faible grammage, papier perforé, papier préimprimé, papier coloré, papier à en-tête",,Papier uni,,Jusqu'à 61 ppm,Jusqu'à 61 ppm,33.6 Kbits/s,5 000 - 30 000 pages
5720407,Lexmark MX331adn,LEXMARK,"Imprimante multifonctions - Noir et blanc - laser - 215.9 x 355.6 mm (original) - A4/Legal (support) - jusqu'à 38 ppm (copie) - jusqu'à 38 ppm (impression) - 350 feuilles - 33.6 Kbits/s - USB 2.0, LAN",423.16,"2.8""",,Oui,,,,600 x 600 ppp,350 feuilles,150 feuilles,100 feuilles,50 feuilles,900 feuilles,,Jusqu'à 600 x 600 ppp,,,,,,,50000 pages,Oui,,,"Numérisation vers e-mail, numérisation vers réseau, numérisation vers FTP, numérisation vers PC",1 an de garantie,,Oui (copie) Oui (impression),"USB 2.0, LAN",,,"EPEAT Silver, ENERGY STAR",12.8 kg,,,,,Jusqu'à 600 x 600 ppp,,,,,,"Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",215.9 x 355.6 mm (maximum),,,,,Laser (monochrome),,Feuilles,,"Enveloppes, papier uni, étiquettes, carte-copie",,Super G3 - papier uni,,Jusqu'à 38 ppm,Jusqu'à 38 ppm,33.6 Kbits/s,500 - 5 000 pages
5720410,Lexmark CX431adw,LEXMARK,"Imprimante multifonctions - couleur - laser - 216 x 356 mm (original) - A4/Legal (support) - jusqu'à 26 ppm (copie) - jusqu'à 26 ppm (impression) - 250 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0, Wi-Fi(ac)",567.0,"2.8""",,Oui,,,,600 x 600 ppp,250 feuilles,100 feuilles,1 feuille,50 feuilles,750 feuilles,,Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,,,75000 pages,Oui,,,"Numérisation vers e-mail, numérisation vers FTP, numérisation vers PC, scan vers hôte USB",1 an de garantie,,Oui (impression),"USB 2.0, Gigabit LAN, hôte USB 2.0, Wi-Fi(ac)",,,"EPEAT Silver, ENERGY STAR",19.4 kg,,,,,Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,,"Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",216 x 356 mm (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, carte-copie, papier brillant",,Super G3 - papier uni,,Jusqu'à 26 ppm (mono)/jusqu'à 26 ppm (couleur),Jusqu'à 26 ppm (mono)/jusqu'à 26 ppm (couleur),33.6 Kbits/s,750 - 5 000 pages
8986552,HP Color LaserJet Enterprise MFP 5800f,HP INC,"Imprimante multifonctions - couleur - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 43 ppm (copie) - jusqu'à 43 ppm (impression) - 650 feuilles - 33.6 Kbits/s - Gigabit LAN, hôte USB 2.0, USB 3.0, hôte USB 3.0",2523.16,"8""",Inclus,Oui,CA 230 V (50/60Hz),,L'image du produit peut être d'une couleur différente,600 x 600 ppp,650 feuilles,250 feuilles,100 feuilles,100 feuilles,2300 feuilles,,,,,,,,,80000 pages,Oui,,,"Numérisation vers e-mail, numériser vers un dossier, numérisation vers un lecteur USB, numérisation vers FTP, numérisation vers sFTP, récolte automatique, numérisation au format SharePoint, Hardware Integration Pocket 2nd generation (HIP2), logement pour verrou de sécurité, cartouche Terrajet, certification Mopria, HP Auto-On/Auto-Off Technology, technologie Instant-on, Instant-on Copy, impression USB directe",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, hôte USB 2.0, USB 3.0, hôte USB 3.0",,"Anglais, allemand, espagnol, français, italien / Europe","EPEAT Gold, ENERGY STAR, Blue Angel",38.9 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"203 x 196 ppp, 300 x 300 ppp, 200 x 100 ppp",,,"68 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",100 x 148 mm (min.) - Legal (216 x 356 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Transparents, enveloppes, papier uni, cartes, étiquettes, papier recyclé, papier",,Papier uni,,Jusqu'à 43 ppm (mono)/jusqu'à 43 ppm (couleur),Jusqu'à 43 ppm (mono)/jusqu'à 43 ppm (couleur),33.6 Kbits/s,2 000 - 10 000 pages
10312253,Lexmark CX962se,LEXMARK,"Imprimante multifonctions - couleur - laser - A3/Ledger (support) - jusqu'à 45 ppm (copie) - jusqu'à 45 ppm (impression) - 700 feuilles - USB 2.0, Gigabit LAN, Wi-Fi(ac), hôte USB 2.0",8075.0,"10""",,Oui,,,,300 x 300 ppp,700 feuilles,500 feuilles,150 feuilles,300 feuilles,4750 feuilles,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,,200000 pages,Oui,,,"Numérisation vers e-mail, numérisation vers FTP, scan vers hôte USB, sauvegarde sur lecteur flash USB, numérisation vers réseau",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(ac), hôte USB 2.0",,,"EPEAT Silver, ENERGY STAR",90.1 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,A3 (297 x 420 mm)/ANSI B (Ledger) (279 x 432 mm) (maximum),,,,,,Laser (couleur),,Feuilles,,"Papier uni, enveloppes, étiquettes, carte-copie, papier brillant",,Papier uni,,Jusqu'à 45 ppm (mono)/jusqu'à 45 ppm (couleur),Jusqu'à 45 ppm (mono)/jusqu'à 45 ppm (couleur),,7 000 - 50 000 pages
10312255,Lexmark CX963se,LEXMARK,"Imprimante multifonctions - couleur - laser - A3/Ledger (support) - jusqu'à 55 ppm (copie) - jusqu'à 55 ppm (impression) - 700 feuilles - USB 2.0, Gigabit LAN, Wi-Fi(ac), hôte USB 2.0",9229.0,"10""",,Oui,,,,300 x 300 ppp,700 feuilles,500 feuilles,150 feuilles,300 feuilles,4750 feuilles,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,,270000 pages,Oui,,,"Numérisation vers e-mail, scan vers hôte USB, numérisation vers réseau, numérisation vers FTP, sauvegarde sur lecteur flash USB",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(ac), hôte USB 2.0",,,"EPEAT Silver, ENERGY STAR",90.1 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,A3 (297 x 420 mm)/ANSI B (Ledger) (279 x 432 mm) (maximum),,,,,,Laser (couleur),,Feuilles,,"Papier uni, enveloppes, étiquettes, carte-copie, papier brillant",,Papier uni,,Jusqu'à 55 ppm (mono)/jusqu'à 55 ppm (couleur),Jusqu'à 55 ppm (mono)/jusqu'à 55 ppm (couleur),,7 000 - 50 000 pages
7457357,Canon i-SENSYS MF754Cdw,CANON,"SENSYS MF754Cdw - Imprimante multifonctions - couleur - laser - A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 33 ppm (copie) - jusqu'à 33 ppm (impression) - 250 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",529.17,,,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,250 feuilles,150 feuilles,50 feuilles,50 feuilles,,,,,,,,,,50000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, numérisation vers e-mail, numériser vers le Cloud, numérisation vers FTP, numérisation vers PC, scan vers hôte USB, iFAX",,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",,,,23.6 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"200 x 100 ppp, 200 x 200 ppp, 200 x 400 ppp, 400 x 400 ppp",,,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)","128 x 139.7 mm (min.) - A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, papier recyclé, papier lourd, papier fin, papier brillant, cartes postales, papier coloré",,Super G3 - papier uni,,Jusqu'à 33 ppm (mono)/jusqu'à 33 ppm (couleur),Jusqu'à 33 ppm (mono)/jusqu'à 33 ppm (couleur),33.6 Kbits/s,750 - 4 000 pages
7457359,Canon i-SENSYS MF657Cdw,CANON,"SENSYS MF657Cdw - Imprimante multifonctions - couleur - laser - A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 21 ppm (copie) - jusqu'à 21 ppm (impression) - 250 feuilles - USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",400.61,"5""",,Oui,AC 220-240 V (50/60Hz),,,600 x 600 ppp,250 feuilles,100 feuilles,1 feuille,50 feuilles,,,,,,,,,,30000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, numérisation vers e-mail, numériser vers le Cloud, numérisation vers FTP, numérisation vers PC, scan vers hôte USB",,,Oui (copie) Oui (impression),"USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",,,,22.6 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)","128 x 139.7 mm (min.) - A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, papier recyclé, papier lourd, papier fin, papier brillant, cartes postales, papier coloré",,,,Jusqu'à 21 ppm (mono)/jusqu'à 21 ppm (couleur),Jusqu'à 21 ppm (mono)/jusqu'à 21 ppm (couleur),,250 - 2 500 pages
